Cruise,Vessel,Dive,Location,Photo Name,Latitude,Longitude,Depth (m),Bathy Depth (m),Local Relief in 10m (m),Log Local Relief,Backscatter (dB),Biological Zone,Major Habitat,Biology,Geomorphological Descriptor,Transitional,"Hard, Soft, Rubble",Level 1: Ecological Region,Level 2: Regime,Level 3: System,Level 4: Geoform/Hydroform,Level 5: Zone,Level 5: Subzone,Level 6: Macrohabitat,Level 7: Habitat,Level 8: Biotope,Human Impact,Duplicate,Comments,A1,A2,A3 (Antipathes sp.),A4,A5 (Stichopathes sp.),A6,A7 (Antipathes),A8,A9,A10,A11,A12,A13 (Stichopathes sp.),A14,A15,Acanthopathes thyoides,Antipathes atlantica,Antipathes furcata,Antipathes gracilis,Antipathes sp.,DFH8-30A Antipathes sp. cf. gracilis,Antipathes sp.- Humann 185,Aphanipathes pedata,Elatopathes abietina- green,Elatopathes abietina- green branching,Elatopathes abietina- white,Elatopathes abietina- white branching,Elatopathes sp.,Phanopathes expansa,Plumapathes pennacea,Stichopathes sp.,DFH11-19A Stichopathes sp.,DFH11-19B Stichopathes sp.,Tanacetipathes sp.,unid Antipatharian
DFH5,Foster,Dive 11,WFGB,Dive 11127 12 21 22.JPG,27.86634,-93.86316,,-70.46131134,1.16819763,0.0675163208225538,-92.18192291,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11128 12 21 36.JPG,27.86636,-93.86311,,-69.48538208,1.13095093,0.05344376204964602,-89.37922668,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11129 12 22 00.JPG,27.86641,-93.86301,,-67.49934387,0.96229553,-0.016691531561015802,-93.02671814,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11130 12 22 06.JPG,27.86643,-93.86297,,-66.56691742,0.98564911,-0.006277665903413712,-93.02671814,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11131 12 22 10.JPG,27.86645,-93.86295,,-66.56691742,0.98564911,-0.006277665903413712,-94.65596008,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11132 12 22 16.JPG,27.86646,-93.86293,,-65.62316132,0.74393463,-0.1284652245046072,-94.65596008,Coralline Algae,Algal Nodules,Octocoral,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11133 12 22 50.JPG,27.86647,-93.86283,,-64.54053497,0.71641159,-0.14483739681472907,-90.37237549,Coralline Algae,Algal Nodules,Octocoral,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11134 12 22 58.JPG,27.86648,-93.86281,,-64.54053497,0.71641159,-0.14483739681472907,-94.50352478,Coralline Algae,Algal Nodules,Octocoral,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11135 12 23 20.JPG,27.86651,-93.86279,,-63.63324356,0.78534698,-0.10493842197403386,-94.50352478,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11136 12 23 30.JPG,27.86653,-93.86274,,-63.63324356,0.78534698,-0.10493842197403386,-90.31584167,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11137 12 24 06.JPG,27.86657,-93.86276,,-63.6609726,0.6632576,-0.17831776491268628,-90.31584167,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11138 12 24 12.JPG,27.86657,-93.86277,,-63.6609726,0.6632576,-0.17831776491268628,-91.73986053,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11139 12 24 26.JPG,27.86658,-93.86275,,-63.6609726,0.6632576,-0.17831776491268628,-90.47883606,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11140 12 24 44.JPG,27.86659,-93.86274,,-62.997715,0.54802322,-0.26120103986557947,-90.47883606,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11141 12 24 52.JPG,27.86659,-93.86274,,-62.997715,0.54802322,-0.26120103986557947,-90.47883606,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,O,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11142 12 25 16.JPG,27.86658,-93.86272,,-62.997715,0.54802322,-0.26120103986557947,-90.47883606,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11143 12 25 22.JPG,27.86657,-93.86273,,-62.997715,0.54802322,-0.26120103986557947,-90.31584167,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11144 12 25 40.JPG,27.86661,-93.86271,,-63.11920929,0.55490112,-0.25578439861468827,-93.60088348,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11145 12 27 56.JPG,27.86648,-93.86292,,-65.62316132,0.74393463,-0.1284652245046072,-91.63632965,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11146 12 28 50.JPG,27.8666,-93.86275,,-63.70147324,0.70375824,-0.15257650714510076,-90.47883606,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11147 12 29 00.JPG,27.86662,-93.86275,,-63.70147324,0.70375824,-0.15257650714510076,-94.50949097,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11148 12 30 36.JPG,27.86637,-93.86253,,-62.17352295,0.51438904,-0.28870829342409515,-96.50171661,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11149 12 30 44.JPG,27.86637,-93.86254,,-62.54715729,0.7109642,-0.14815226725039157,-96.50171661,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11150 12 30 50.JPG,27.86638,-93.86255,,-62.30121613,0.5341568,-0.2723312385165704,-96.50171661,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11151 12 31 02.JPG,27.86636,-93.86255,,-62.54715729,0.7109642,-0.14815226725039157,-96.50171661,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,P,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11152 12 31 14.JPG,27.86637,-93.86256,,-62.54715729,0.7109642,-0.14815226725039157,-93.4412384,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11153 12 31 30.JPG,27.86638,-93.86254,,-62.30121613,0.5341568,-0.2723312385165704,-96.50171661,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11154 12 31 44.JPG,27.8664,-93.86252,63.3984,-62.01300049,0.42304993,-0.3736083724741375,-97.27401733,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11155 12 31 58.JPG,27.86639,-93.86251,,-62.01300049,0.42304993,-0.3736083724741375,-96.50171661,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11156 12 33 38.JPG,27.86639,-93.86237,,-61.25615311,0.31252289,-0.5051181682826921,-92.74256897,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11157 12 33 50.JPG,27.86643,-93.86233,,-60.96193314,0.2388916,-0.621799120814311,-93.25087738,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11158 12 34 04.JPG,27.86643,-93.86229,,-60.96193314,0.2388916,-0.621799120814311,-94.74624634,Coralline Algae,Algal Nodules,Sponge,Hard Bottom,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11159 12 34 10.JPG,27.86642,-93.86229,,-60.96193314,0.2388916,-0.621799120814311,-94.74624634,Coralline Algae,Algal Nodules,Sponge,Hard Bottom,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11160 12 34 36.JPG,27.86641,-93.86224,,-61.05971527,0.27310562,-0.5636693628047,-88.4961853,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11161 12 35 12.JPG,27.86644,-93.86212,,-60.80123901,0.74555969,-0.12751758091670176,-90.26029205,Coralline Algae,Algal Nodules,Coarse,Coarse,,Soft Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Soft bottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11162 12 36 14.JPG,27.86663,-93.86201,,-59.50314713,0.16668701,-0.7780982436341186,-91.61946869,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11163 12 39 20.JPG,27.86666,-93.8619,,-59.27907944,0.28976822,-0.5379492470065277,-92.92147064,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11164 12 39 30.JPG,27.86666,-93.86189,,-59.27907944,0.28976822,-0.5379492470065277,-93.08766174,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11165 12 39 44.JPG,27.86664,-93.86187,,-59.38988113,0.23564148,-0.627748258242042,-93.08766174,Coralline Algae,Algal Nodules,Coralline Algae,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11166 12 40 02.JPG,27.86657,-93.86185,,-59.52863312,0.27628708,-0.5586394235015111,-88.48963928,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11167 12 40 18.JPG,27.86653,-93.86185,,-59.78312683,0.25732803,-0.589512904767874,-88.11342621,Coralline Algae,Reef,Coralline Algae,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11168 12 40 24.JPG,27.86653,-93.86186,,-59.78312683,0.25732803,-0.589512904767874,-88.11342621,Coralline Algae,Reef,Coralline Algae,Rubble,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11169 12 40 32.JPG,27.86653,-93.86185,,-59.78312683,0.25732803,-0.589512904767874,-88.11342621,Coralline Algae,Reef,Coralline Algae,Rubble,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11170 12 40 58.JPG,27.86643,-93.86186,,-60.24510956,0.49390793,-0.3063540009135805,-91.74515533,Coralline Algae,Reef,Coralline Algae,Rubble,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11171 12 43 08.JPG,27.86647,-93.86154,63.7032,-61.76023102,0.6456871,-0.1899778901541428,-91.04690552,Coralline Algae,Reef,Antipatharian,Patch Reef,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Hardbottom,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11172 12 43 12.JPG,27.86647,-93.86154,63.7032,-61.76023102,0.6456871,-0.1899778901541428,-91.04690552,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11173 12 43 42.JPG,27.8665,-93.86142,63.7032,-62.49492645,0.67648697,-0.1697405640502418,-92.11575317,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11174 12 43 54.JPG,27.86649,-93.8614,63.7032,-62.75307083,0.84325409,-0.07404154369331381,-92.11575317,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11175 12 44 06.JPG,27.86648,-93.86137,,-62.75307083,0.84325409,-0.07404154369331381,-96.06451416,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11176 12 44 48.JPG,27.86655,-93.86133,66.7512,-62.6700325,0.90059662,-0.045469687306578584,-93.17501831,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,Q,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11177 12 44 58.JPG,27.86652,-93.86132,66.7512,-62.6700325,0.90059662,-0.045469687306578584,-89.59941101,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,Q,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11178 12 47 38.JPG,27.86684,-93.86129,66.7512,-60.74519348,0.5535202,-0.2568665254836189,-95.09062958,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11179 12 47 50.JPG,27.86683,-93.8613,66.7512,-61.07994461,0.65499878,-0.18375950892388312,-91.84840393,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11180 12 50 12.JPG,27.86657,-93.86107,68.58,-64.18500519,0.99214935,-0.0034229478067685716,-90.76000214,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11181 12 50 20.JPG,27.86656,-93.86105,68.58,-65.17715454,0.71418762,-0.14618768230381568,-90.76000214,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11182 12 51 06.JPG,27.86668,-93.86097,68.58,-64.05615997,0.6002655,-0.22165661681436225,-92.99178314,Coralline Algae,Algal Nodules,Antipatharian,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DFH5,Foster,Dive 11,WFGB,Dive 11183 12 53 20.JPG,27.86675,-93.86078,,-63.71011734,0.68602371,-0.16366087417047584,-94.8813858,Coralline Algae,Algal Nodules,Sponge,Algal Nodules,,Hard Bottom,Region 13,Marine,Neritic System,Bank,Bottom,Upper Slope,Unconsolidated Sediments,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
