EventID,Locality,Station,LatitudeInDD,LongitudeInDD,DepthInMeters,Temperature,Salinity,Oxygen,ObservationDate,ObservationTime,ImageFilePath,ScientificName,AphiaID,VernacularName,IdentificationComment,IndividualCount,Density (species/m²),PercentCover,Size,Condition,AssociatedTaxa,Habitat,Substrate
Dive 518047,McGrail Bank,MG3-T9,27.98394955,-92.60448823,97.38,,,,9/24/2017 0:00,10:52:42,,Nicella sp. ,,,,4,1.5384615384615383,,,,,Deep Reef,Deep Coral
Dive 518047,McGrail Bank,MG3-T9,27.98394955,-92.60448823,97.38,,,,9/24/2017 0:00,10:52:42,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518047,McGrail Bank,MG3-T9,27.98394955,-92.60448823,97.38,,,,9/24/2017 0:00,10:52:42,,Stichopathes sp. ,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518048,McGrail Bank,MG3-T9,27.983964566666668,-92.6044959,97.4,,,,9/24/2017 0:00,10:52:46,,Callogorgia gracillis,,,,5,1.923076923076923,,,,,Deep Reef,Deep Coral
Dive 518048,McGrail Bank,MG3-T9,27.983964566666668,-92.6044959,97.4,,,,9/24/2017 0:00,10:52:46,,Nicella sp. ,,,,4,1.5384615384615383,,,,,Deep Reef,Deep Coral
Dive 518048,McGrail Bank,MG3-T9,27.983964566666668,-92.6044959,97.4,,,,9/24/2017 0:00,10:52:46,,Scleractinia sp.,,S02,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518048,McGrail Bank,MG3-T9,27.983964566666668,-92.6044959,97.4,,,,9/24/2017 0:00,10:52:46,,Plexauridae sp.,,DFH8-18b,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518048,McGrail Bank,MG3-T9,27.983964566666668,-92.6044959,97.4,,,,9/24/2017 0:00,10:52:46,,Ellisella sp.,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518049,McGrail Bank,MG3-T9,27.983926633333333,-92.6045047,98.07,,,,9/24/2017 0:00,10:52:52,,Scleractinia sp.,,,,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 518049,McGrail Bank,MG3-T9,27.983926633333333,-92.6045047,98.07,,,,9/24/2017 0:00,10:52:52,,Callogorgia gracillis,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518049,McGrail Bank,MG3-T9,27.983926633333333,-92.6045047,98.07,,,,9/24/2017 0:00,10:52:52,,Stichopathes sp. ,,,,6,2.3076923076923075,,,,,Deep Reef,Deep Coral
Dive 518049,McGrail Bank,MG3-T9,27.983926633333333,-92.6045047,98.07,,,,9/24/2017 0:00,10:52:52,,Tanacetipathes sp. ,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518049,McGrail Bank,MG3-T9,27.983926633333333,-92.6045047,98.07,,,,9/24/2017 0:00,10:52:52,,Thesea rubra,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518050,McGrail Bank,MG3-T9,27.983916,-92.60448522,97.78,,,,9/24/2017 0:00,10:53:17,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518050,McGrail Bank,MG3-T9,27.983916,-92.60448522,97.78,,,,9/24/2017 0:00,10:53:17,,Bebryce sp.,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518050,McGrail Bank,MG3-T9,27.983916,-92.60448522,97.78,,,,9/24/2017 0:00,10:53:17,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518050,McGrail Bank,MG3-T9,27.983916,-92.60448522,97.78,,,,9/24/2017 0:00,10:53:17,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518051,McGrail Bank,MG3-T9,27.98390625,-92.6044511,98.19,,,,9/24/2017 0:00,10:53:24,,Antipathes furcata,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518051,McGrail Bank,MG3-T9,27.98390625,-92.6044511,98.19,,,,9/24/2017 0:00,10:53:24,,Stichopathes sp. ,,,,4,1.5384615384615383,,,,,Deep Reef,Deep Coral
Dive 518051,McGrail Bank,MG3-T9,27.98390625,-92.6044511,98.19,,,,9/24/2017 0:00,10:53:24,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Deep Reef,Deep Coral
Dive 518051,McGrail Bank,MG3-T9,27.98390625,-92.6044511,98.19,,,,9/24/2017 0:00,10:53:24,,Bebryce sp.,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518052,McGrail Bank,MG3-T9,27.9839056,-92.604401,98.18,,,,9/24/2017 0:00,10:53:34,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518053,McGrail Bank,MG3-T9,27.983883266666666,-92.60435563,98.43,,,,9/24/2017 0:00,10:53:52,,Stichopathes sp. ,,,,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 518053,McGrail Bank,MG3-T9,27.983883266666666,-92.60435563,98.43,,,,9/24/2017 0:00,10:53:52,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518054,McGrail Bank,MG3-T9,27.983916866666668,-92.60431663,98.25,,,,9/24/2017 0:00,10:54:05,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518054,McGrail Bank,MG3-T9,27.983916866666668,-92.60431663,98.25,,,,9/24/2017 0:00,10:54:05,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518054,McGrail Bank,MG3-T9,27.983916866666668,-92.60431663,98.25,,,,9/24/2017 0:00,10:54:05,,Bebryce sp.,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518056,McGrail Bank,MG3-T9,27.983936683333333,-92.60426448,98.85,,,,9/24/2017 0:00,10:54:27,,Nicella sp. ,,,,5,1.923076923076923,,,,,Deep Reef,Deep Coral
Dive 518056,McGrail Bank,MG3-T9,27.983936683333333,-92.60426448,98.85,,,,9/24/2017 0:00,10:54:27,,Bebryce sp.,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518056,McGrail Bank,MG3-T9,27.983936683333333,-92.60426448,98.85,,,,9/24/2017 0:00,10:54:27,,Thesea rubra,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 518057,McGrail Bank,MG3-T9,27.983923416666666,-92.60426122,98.76,,,,9/24/2017 0:00,10:54:35,,Ellisella sp.,,,,16,6.153846153846153,,,,,Deep Reef,Deep Coral
Dive 518057,McGrail Bank,MG3-T9,27.983923416666666,-92.60426122,98.76,,,,9/24/2017 0:00,10:54:35,,Callogorgia gracillis,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518057,McGrail Bank,MG3-T9,27.983923416666666,-92.60426122,98.76,,,,9/24/2017 0:00,10:54:35,,Muricedes sp.,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 518057,McGrail Bank,MG3-T9,27.983923416666666,-92.60426122,98.76,,,,9/24/2017 0:00,10:54:35,,Paramuricea sp.,,,,27,10.384615384615385,,,,,Deep Reef,Deep Coral
Dive 518057,McGrail Bank,MG3-T9,27.983923416666666,-92.60426122,98.76,,,,9/24/2017 0:00,10:54:35,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519006,McGrail Bank,MG1-T10,27.98375598333333,-92.62122253,113.58999999999999,,,,9/24/2017 0:00,11:48:05,,Callogorgia gracillis,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 519006,McGrail Bank,MG1-T10,27.98375598333333,-92.62122253,113.58999999999999,,,,9/24/2017 0:00,11:48:05,,Paramuricea sp.,,,,4,1.5384615384615383,,,,,Deep Reef,Deep Coral
Dive 519006,McGrail Bank,MG1-T10,27.98375598333333,-92.62122253,113.58999999999999,,,,9/24/2017 0:00,11:48:05,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Deep Reef,Deep Coral
Dive 519008,McGrail Bank,MG1-T10,27.983652516666666,-92.62113603,116.16,,,,9/24/2017 0:00,11:49:14,,Callogorgia gracillis,,,,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 519008,McGrail Bank,MG1-T10,27.983652516666666,-92.62113603,116.16,,,,9/24/2017 0:00,11:49:14,,Plexauridae sp.,,DFH11-21A,,4,1.5384615384615383,,,,,Deep Reef,Deep Coral
Dive 519008,McGrail Bank,MG1-T10,27.983652516666666,-92.62113603,116.16,,,,9/24/2017 0:00,11:49:14,,Nicella sp. ,,,,26,10,,,,,Deep Reef,Deep Coral
Dive 519008,McGrail Bank,MG1-T10,27.983652516666666,-92.62113603,116.16,,,,9/24/2017 0:00,11:49:14,,Elatopathes abietina,,,Green,11,4.230769230769231,,,,,Deep Reef,Deep Coral
Dive 519008,McGrail Bank,MG1-T10,27.983652516666666,-92.62113603,116.16,,,,9/24/2017 0:00,11:49:14,,Elatopathes abietina,,,White,6,2.3076923076923075,,,,,Deep Reef,Deep Coral
Dive 519008,McGrail Bank,MG1-T10,27.983652516666666,-92.62113603,116.16,,,,9/24/2017 0:00,11:49:14,,Tanacetipathes sp. ,,,,12,4.615384615384615,,,,,Deep Reef,Deep Coral
Dive 519008,McGrail Bank,MG1-T10,27.983652516666666,-92.62113603,116.16,,,,9/24/2017 0:00,11:49:14,,Antipathes sp.,,Black Coral Sea Fan,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519008,McGrail Bank,MG1-T10,27.983652516666666,-92.62113603,116.16,,,,9/24/2017 0:00,11:49:14,,Chironepthya caribaea,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519009,McGrail Bank,MG1-T10,27.98364928333333,-92.62114668,114.47999999999999,,,,9/24/2017 0:00,11:49:39,,Plexauridae sp.,,DFH11-21A,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519009,McGrail Bank,MG1-T10,27.98364928333333,-92.62114668,114.47999999999999,,,,9/24/2017 0:00,11:49:39,,Nicella sp. ,,,,11,4.230769230769231,,,,,Deep Reef,Deep Coral
Dive 519009,McGrail Bank,MG1-T10,27.98364928333333,-92.62114668,114.47999999999999,,,,9/24/2017 0:00,11:49:39,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519009,McGrail Bank,MG1-T10,27.98364928333333,-92.62114668,114.47999999999999,,,,9/24/2017 0:00,11:49:39,,Elatopathes abietina,,,Green,4,1.5384615384615383,,,,,Deep Reef,Deep Coral
Dive 519009,McGrail Bank,MG1-T10,27.98364928333333,-92.62114668,114.47999999999999,,,,9/24/2017 0:00,11:49:39,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Elatopathes abietina,,,Green,5,1.923076923076923,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Elatopathes abietina,,,White,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Nicella sp. ,,,,30,11.538461538461538,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Plexauridae sp.,,DFH11-21A,,6,2.3076923076923075,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Tanacetipathes sp. ,,,,8,3.0769230769230766,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Scleractinia sp.,,,Small white branching hard coral,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Oxysmilia rotundifolia,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519010,McGrail Bank,MG1-T10,27.983656716666665,-92.62116168,114.07000000000001,,,,9/24/2017 0:00,11:49:50,,Chironepthya caribaea,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519011,McGrail Bank,MG1-T10,27.983620666666667,-92.62117797,112.82000000000001,,,,9/24/2017 0:00,11:50:11,,Callogorgia gracillis,,,,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 519011,McGrail Bank,MG1-T10,27.983620666666667,-92.62117797,112.82000000000001,,,,9/24/2017 0:00,11:50:11,,Elatopathes abietina,,,Green,8,3.0769230769230766,,,,,Deep Reef,Deep Coral
Dive 519011,McGrail Bank,MG1-T10,27.983620666666667,-92.62117797,112.82000000000001,,,,9/24/2017 0:00,11:50:11,,Elatopathes abietina,,,White,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 519011,McGrail Bank,MG1-T10,27.983620666666667,-92.62117797,112.82000000000001,,,,9/24/2017 0:00,11:50:11,,Nicella sp. ,,,,30,11.538461538461538,,,,,Deep Reef,Deep Coral
Dive 519011,McGrail Bank,MG1-T10,27.983620666666667,-92.62117797,112.82000000000001,,,,9/24/2017 0:00,11:50:11,,Plexauridae sp.,,DFH11-21A,,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 519011,McGrail Bank,MG1-T10,27.983620666666667,-92.62117797,112.82000000000001,,,,9/24/2017 0:00,11:50:11,,Tanacetipathes sp. ,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519012,McGrail Bank,MG1-T10,27.983673666666668,-92.62123502,111.38000000000001,,,,9/24/2017 0:00,11:50:39,,Paramuricea sp.,,,,9,3.4615384615384612,,,,,Deep Reef,Deep Coral
Dive 519012,McGrail Bank,MG1-T10,27.983673666666668,-92.62123502,111.38000000000001,,,,9/24/2017 0:00,11:50:39,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Deep Reef,Deep Coral
Dive 519012,McGrail Bank,MG1-T10,27.983673666666668,-92.62123502,111.38000000000001,,,,9/24/2017 0:00,11:50:39,,Elatopathes abietina,,,Green,7,2.692307692307692,,,,,Deep Reef,Deep Coral
Dive 519012,McGrail Bank,MG1-T10,27.983673666666668,-92.62123502,111.38000000000001,,,,9/24/2017 0:00,11:50:39,,Elatopathes abietina,,,White,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519012,McGrail Bank,MG1-T10,27.983673666666668,-92.62123502,111.38000000000001,,,,9/24/2017 0:00,11:50:39,,Antipathes sp.,,Black Coral Sea Fan,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519012,McGrail Bank,MG1-T10,27.983673666666668,-92.62123502,111.38000000000001,,,,9/24/2017 0:00,11:50:39,,Callogorgia gracillis,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 519013,McGrail Bank,MG1-T10,27.983602416666667,-92.6212712,111.14999999999999,,,,9/24/2017 0:00,11:50:45,,Callogorgia gracillis,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 519013,McGrail Bank,MG1-T10,27.983602416666667,-92.6212712,111.14999999999999,,,,9/24/2017 0:00,11:50:45,,Elatopathes abietina,,,Green,5,1.923076923076923,,,,,Deep Reef,Deep Coral
Dive 519013,McGrail Bank,MG1-T10,27.983602416666667,-92.6212712,111.14999999999999,,,,9/24/2017 0:00,11:50:45,,Elatopathes abietina,,,White,8,3.0769230769230766,,,,,Deep Reef,Deep Coral
Dive 519013,McGrail Bank,MG1-T10,27.983602416666667,-92.6212712,111.14999999999999,,,,9/24/2017 0:00,11:50:45,,Tanacetipathes sp. ,,,,7,2.692307692307692,,,,,Deep Reef,Deep Coral
Dive 519013,McGrail Bank,MG1-T10,27.983602416666667,-92.6212712,111.14999999999999,,,,9/24/2017 0:00,11:50:45,,Paramuricea sp.,,,,10,3.846153846153846,,,,,Deep Reef,Deep Coral
Dive 519013,McGrail Bank,MG1-T10,27.983602416666667,-92.6212712,111.14999999999999,,,,9/24/2017 0:00,11:50:45,,Nicella sp. ,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 519014,McGrail Bank,MG1-T10,27.983628333333332,-92.62128907,109.01,,,,9/24/2017 0:00,11:51:04,,Callogorgia gracillis,,,,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 519014,McGrail Bank,MG1-T10,27.983628333333332,-92.62128907,109.01,,,,9/24/2017 0:00,11:51:04,,Elatopathes abietina,,,White,5,1.923076923076923,,,,,Deep Reef,Deep Coral
Dive 519014,McGrail Bank,MG1-T10,27.983628333333332,-92.62128907,109.01,,,,9/24/2017 0:00,11:51:04,,Tanacetipathes sp. ,,,,7,2.692307692307692,,,,,Deep Reef,Deep Coral
Dive 519014,McGrail Bank,MG1-T10,27.983628333333332,-92.62128907,109.01,,,,9/24/2017 0:00,11:51:04,,Paramuricea sp.,,,,18,6.9230769230769225,,,,,Deep Reef,Deep Coral
Dive 519014,McGrail Bank,MG1-T10,27.983628333333332,-92.62128907,109.01,,,,9/24/2017 0:00,11:51:04,,Nicella sp. ,,,,16,6.153846153846153,,,,,Deep Reef,Deep Coral
Dive 519018,McGrail Bank,MG1-T10,27.983561583333334,-92.62150093,108.64999999999999,,,,9/24/2017 0:00,11:52:10,,Paramuricea sp.,,,,16,6.153846153846153,,,,,Deep Reef,Deep Coral
Dive 519018,McGrail Bank,MG1-T10,27.983561583333334,-92.62150093,108.64999999999999,,,,9/24/2017 0:00,11:52:10,,Nicella sp. ,,,,12,4.615384615384615,,,,,Deep Reef,Deep Coral
Dive 519018,McGrail Bank,MG1-T10,27.983561583333334,-92.62150093,108.64999999999999,,,,9/24/2017 0:00,11:52:10,,Ellisella sp.,,,,11,4.230769230769231,,,,,Deep Reef,Deep Coral
Dive 519019,McGrail Bank,MG1-T10,27.983592233333333,-92.6214676,108.52000000000001,,,,9/24/2017 0:00,11:52:26,,Nicella sp. ,,,,26,10,,,,,Deep Reef,Deep Coral
Dive 519019,McGrail Bank,MG1-T10,27.983592233333333,-92.6214676,108.52000000000001,,,,9/24/2017 0:00,11:52:26,,Ellisella sp.,,,,17,6.538461538461538,,,,,Deep Reef,Deep Coral
Dive 519019,McGrail Bank,MG1-T10,27.983592233333333,-92.6214676,108.52000000000001,,,,9/24/2017 0:00,11:52:26,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519019,McGrail Bank,MG1-T10,27.983592233333333,-92.6214676,108.52000000000001,,,,9/24/2017 0:00,11:52:26,,Paramuricea sp.,,,,8,3.0769230769230766,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Nicella sp. ,,,,34,13.076923076923077,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Ellisella sp.,,,,5,1.923076923076923,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Paramuricea sp.,,,,12,4.615384615384615,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Elatopathes abietina,,,White branching,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Madrepora carolina,,,,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Elatopathes abietina,,,Green,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Elatopathes abietina,,,White,4,1.5384615384615383,,,,,Deep Reef,Deep Coral
Dive 519020,McGrail Bank,MG1-T10,27.98357425,-92.62144033,108.54,,,,9/24/2017 0:00,11:52:39,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Deep Reef,Deep Coral
Dive 519021,McGrail Bank,MG1-T10,27.98354725,-92.62151867,108.3,,,,9/24/2017 0:00,11:53:02,,Ellisella sp.,,,,16,6.153846153846153,,,,,Deep Reef,Deep Coral
Dive 519021,McGrail Bank,MG1-T10,27.98354725,-92.62151867,108.3,,,,9/24/2017 0:00,11:53:02,,Paramuricea sp.,,,,5,1.923076923076923,,,,,Deep Reef,Deep Coral
Dive 519021,McGrail Bank,MG1-T10,27.98354725,-92.62151867,108.3,,,,9/24/2017 0:00,11:53:02,,Nicella sp. ,,,,8,3.0769230769230766,,,,,Deep Reef,Deep Coral
Dive 519022,McGrail Bank,MG1-T10,27.983527233333334,-92.62154407,108.42,,,,9/24/2017 0:00,11:53:11,,Ellisella sp.,,,,8,3.0769230769230766,,,,,Deep Reef,Deep Coral
Dive 519022,McGrail Bank,MG1-T10,27.983527233333334,-92.62154407,108.42,,,,9/24/2017 0:00,11:53:11,,Paramuricea sp.,,,,3,1.1538461538461537,,,,,Deep Reef,Deep Coral
Dive 519022,McGrail Bank,MG1-T10,27.983527233333334,-92.62154407,108.42,,,,9/24/2017 0:00,11:53:11,,Nicella sp. ,,,,22,8.461538461538462,,,,,Deep Reef,Deep Coral
Dive 519022,McGrail Bank,MG1-T10,27.983527233333334,-92.62154407,108.42,,,,9/24/2017 0:00,11:53:11,,Elatopathes abietina,,,White,8,3.0769230769230766,,,,,Deep Reef,Deep Coral
Dive 519022,McGrail Bank,MG1-T10,27.983527233333334,-92.62154407,108.42,,,,9/24/2017 0:00,11:53:11,,Caliacis sp.,,,,2,0.7692307692307692,,,,,Deep Reef,Deep Coral
Dive 519023,McGrail Bank,MG1-T10,27.983547833333333,-92.6215756,107.74000000000001,,,,9/24/2017 0:00,11:53:26,,Ellisella sp.,,,,9,3.4615384615384612,,,,,Coralline Algae,Algal Nodules
Dive 519023,McGrail Bank,MG1-T10,27.983547833333333,-92.6215756,107.74000000000001,,,,9/24/2017 0:00,11:53:26,,Paramuricea sp.,,,,2,0.7692307692307692,,,,,Coralline Algae,Algal Nodules
Dive 519023,McGrail Bank,MG1-T10,27.983547833333333,-92.6215756,107.74000000000001,,,,9/24/2017 0:00,11:53:26,,Nicella sp. ,,,,8,3.0769230769230766,,,,,Coralline Algae,Algal Nodules
Dive 519023,McGrail Bank,MG1-T10,27.983547833333333,-92.6215756,107.74000000000001,,,,9/24/2017 0:00,11:53:26,,Caliacis sp.,,,,1,0.3846153846153846,,,,,Coralline Algae,Algal Nodules
Dive 519023,McGrail Bank,MG1-T10,27.983547833333333,-92.6215756,107.74000000000001,,,,9/24/2017 0:00,11:53:26,,Elatopathes abietina,,,White,4,1.5384615384615383,,,,,Coralline Algae,Algal Nodules
Dive 519023,McGrail Bank,MG1-T10,27.983547833333333,-92.6215756,107.74000000000001,,,,9/24/2017 0:00,11:53:26,,Stichopathes sp. ,,,,1,0.3846153846153846,,,,,Coralline Algae,Algal Nodules
Dive 519023,McGrail Bank,MG1-T10,27.983547833333333,-92.6215756,107.74000000000001,,,,9/24/2017 0:00,11:53:26,,Antipathes furcata,,,,1,0.3846153846153846,,,,,Coralline Algae,Algal Nodules
Dive 519024,McGrail Bank,MG1-T10,27.983553183333335,-92.62158863,107.7,,,,9/24/2017 0:00,11:53:36,,Ellisella sp.,,,,7,2.692307692307692,,,,,Coralline Algae,Algal Nodules
Dive 519024,McGrail Bank,MG1-T10,27.983553183333335,-92.62158863,107.7,,,,9/24/2017 0:00,11:53:36,,Nicella sp. ,,,,8,3.0769230769230766,,,,,Coralline Algae,Algal Nodules
Dive 519024,McGrail Bank,MG1-T10,27.983553183333335,-92.62158863,107.7,,,,9/24/2017 0:00,11:53:36,,Elatopathes abietina,,,Green,3,1.1538461538461537,,,,,Coralline Algae,Algal Nodules
Dive 519024,McGrail Bank,MG1-T10,27.983553183333335,-92.62158863,107.7,,,,9/24/2017 0:00,11:53:36,,Elatopathes abietina,,,White,5,1.923076923076923,,,,,Coralline Algae,Algal Nodules
Dive 519024,McGrail Bank,MG1-T10,27.983553183333335,-92.62158863,107.7,,,,9/24/2017 0:00,11:53:36,,Paramuricea sp.,,,,3,1.1538461538461537,,,,,Coralline Algae,Algal Nodules
Dive 519025,McGrail Bank,MG1-T10,27.983569066666668,-92.62168397,107.47,,,,9/24/2017 0:00,11:54:01,,Ellisella sp.,,,,7,2.692307692307692,,,,,Coralline Algae,Algal Nodules
Dive 519025,McGrail Bank,MG1-T10,27.983569066666668,-92.62168397,107.47,,,,9/24/2017 0:00,11:54:01,,Nicella sp. ,,,,6,2.3076923076923075,,,,,Coralline Algae,Algal Nodules
Dive 519025,McGrail Bank,MG1-T10,27.983569066666668,-92.62168397,107.47,,,,9/24/2017 0:00,11:54:01,,Elatopathes abietina,,,Green,2,0.7692307692307692,,,,,Coralline Algae,Algal Nodules
Dive 519025,McGrail Bank,MG1-T10,27.983569066666668,-92.62168397,107.47,,,,9/24/2017 0:00,11:54:01,,Elatopathes abietina,,,White,1,0.3846153846153846,,,,,Coralline Algae,Algal Nodules
Dive 519025,McGrail Bank,MG1-T10,27.983569066666668,-92.62168397,107.47,,,,9/24/2017 0:00,11:54:01,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Coralline Algae,Algal Nodules
Dive 519025,McGrail Bank,MG1-T10,27.983569066666668,-92.62168397,107.47,,,,9/24/2017 0:00,11:54:01,,Chironepthya caribaea,,,,2,0.7692307692307692,,,,,Coralline Algae,Algal Nodules
Dive 519026,McGrail Bank,MG1-T10,27.9836337,-92.6217342,107.61,,,,9/24/2017 0:00,11:54:29,,Ellisella sp.,,,,8,3.0769230769230766,,,,,Coralline Algae,Algal Nodules
Dive 519026,McGrail Bank,MG1-T10,27.9836337,-92.6217342,107.61,,,,9/24/2017 0:00,11:54:29,,Nicella sp. ,,,,7,2.692307692307692,,,,,Coralline Algae,Algal Nodules
Dive 519026,McGrail Bank,MG1-T10,27.9836337,-92.6217342,107.61,,,,9/24/2017 0:00,11:54:29,,Callogorgia gracillis,,,,1,0.3846153846153846,,,,,Coralline Algae,Algal Nodules
Dive 519032,McGrail Bank,MG1-T11,27.98375576666667,-92.62174025,108.33,,,,9/24/2017 0:00,11:56:04,,Ellisella sp.,,,,6,2.3076923076923075,,,,,Coralline Algae,Algal Nodules
Dive 519032,McGrail Bank,MG1-T11,27.98375576666667,-92.62174025,108.33,,,,9/24/2017 0:00,11:56:04,,Nicella sp. ,,,,14,5.384615384615384,,,,,Coralline Algae,Algal Nodules
